name,image_url,review_count,rating,price,type_list,address,link,source
Pancake Sisters,https://media-cdn.tripadvisor.com/media/photo-f/0c/4f/a6/cc/brunch-d-ete.jpg,218,3.5,€€ - €€€,"[""Américaine"", ""Saine"", ""Végétariens bienvenus""]","3, Rue Lucien Sampaix, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d6999717-Reviews-Pancake_Sisters-Paris_Ile_de_France.html,TripAdvisor
Schmid,https://media-cdn.tripadvisor.com/media/photo-s/06/fb/35/ce/schmid.jpg,44,4.5,€,"[""Française""]","76 boulevard de Strasbourg, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d7182758-Reviews-Schmid-Paris_Ile_de_France.html,TripAdvisor
John Circus,https://media-cdn.tripadvisor.com/media/photo-f/0f/02/90/d0/le-bar.jpg,18,5.0,"",[],"103 rue du Faubourg Saint Denis, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d12030434-Reviews-John_Circus-Paris_Ile_de_France.html,TripAdvisor
Sahil,https://media-cdn.tripadvisor.com/media/photo-i/12/aa/98/60/butter-chicken.jpg,71,3.5,€,"[""Indienne"", ""Pakistanaise"", ""Végétariens bienvenus""]","104 rue du Faubourg Saint Denis, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d1128073-Reviews-Sahil-Paris_Ile_de_France.html,TripAdvisor
Le Bistrot Lorrain,https://media-cdn.tripadvisor.com/media/photo-s/06/ff/91/18/pepperoni-and-mixed-pepper.jpg,86,3.0,€€ - €€€,"[""Italienne"", ""Européenne"", ""Pizza""]","17 rue du 8 Mai 1945, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d5799836-Reviews-Le_Bistrot_Lorrain-Paris_Ile_de_France.html,TripAdvisor
Chez Aldo Cafe,https://media-cdn.tripadvisor.com/media/photo-i/11/88/99/4d/magnifique.jpg,96,3.5,€€ - €€€,"[""Française"", ""Européenne""]","81 Boulevard de Strasbourg, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d10287052-Reviews-Chez_Aldo_Cafe-Paris_Ile_de_France.html,TripAdvisor
Tago Mago,https://media-cdn.tripadvisor.com/media/photo-i/0c/d4/de/21/sweet-jane.jpg,17,4.5,€€ - €€€,"[""Française"", ""Végétariens bienvenus""]","6 Rue Lucien Sampaix, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d10662609-Reviews-Tago_Mago-Paris_Ile_de_France.html,TripAdvisor
La Pointe des Almadies,https://media-cdn.tripadvisor.com/media/photo-f/0a/25/7c/e5/la-pointe-des-almadies.jpg,30,3.5,€€ - €€€,"[""Africaine""]","14 Rue de Chabrol | Gare de l'est, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d9720719-Reviews-La_Pointe_des_Almadies-Paris_Ile_de_France.html,TripAdvisor
Onéla,https://media-cdn.tripadvisor.com/media/photo-i/12/ed/85/48/getlstd-property-photo.jpg,5,4.5,€€ - €€€,"[""Italienne"", ""Française"", ""Pizza""]","151 Rue la Fayette, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d14088772-Reviews-Onela-Paris_Ile_de_France.html,TripAdvisor
Station Nord-Est,https://media-cdn.tripadvisor.com/media/photo-i/0f/a3/86/c2/exterior.jpg,52,4.0,€€ - €€€,"[""Française"", ""Méditerranéenne"", ""Européenne""]","15 Rue du 8 Mai 1945, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d3163086-Reviews-Station_Nord_Est-Paris_Ile_de_France.html,TripAdvisor
Bollywood Plaza,https://media-cdn.tripadvisor.com/media/photo-i/0e/f2/5b/9b/photo0jpg.jpg,41,3.5,€€ - €€€,"[""Indienne"", ""Asiatique"", ""Végétariens bienvenus""]","51 Boulevard Magenta, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d5558706-Reviews-Bollywood_Plaza-Paris_Ile_de_France.html,TripAdvisor
Allen's Market,https://media-cdn.tripadvisor.com/media/photo-s/04/83/6d/dd/chicken-wings-delicious.jpg,127,3.0,€€ - €€€,"[""Américaine"", ""Européenne""]","33 rue du Chateau D Eau, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d4469705-Reviews-Allen_s_Market-Paris_Ile_de_France.html,TripAdvisor
Amis Gourmands,https://media-cdn.tripadvisor.com/media/photo-i/13/2f/5d/2e/pour-les-groupes.jpg,4,5.0,€€ - €€€,"[""Chinoise""]","22 rue de Mazagran | Métro 8 et 9 Station bonne nouvelle, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d14132465-Reviews-Amis_Gourmands-Paris_Ile_de_France.html,TripAdvisor
Sesto Senso,https://media-cdn.tripadvisor.com/media/photo-f/0f/6a/b6/d2/il-ristorante.jpg,34,3.5,€€ - €€€,"[""Italienne""]","4 rue de l'Echiquier | 75010, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d3256378-Reviews-Sesto_senso-Paris_Ile_de_France.html,TripAdvisor
La Cocotte Dépote,https://media-cdn.tripadvisor.com/media/photo-f/0a/92/6a/5b/la-cocotte-depote.jpg,47,4.5,€€ - €€€,"[""Française"", ""Restauration rapide"", ""Traiteur"", ""Cuisine de rue (street food)""]","29 Rue du Faubourg Saint-Martin, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d8843545-Reviews-La_Cocotte_Depote-Paris_Ile_de_France.html,TripAdvisor
Hitomi,https://media-cdn.tripadvisor.com/media/photo-i/0c/b3/19/11/hitomi.jpg,130,3.0,€,"[""Japonaise"", ""Sushi"", ""Asiatique""]","57 rue de Chabrol, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d3850456-Reviews-Hitomi-Paris_Ile_de_France.html,TripAdvisor
Le Restaurant Marocain,https://media-cdn.tripadvisor.com/media/photo-i/0d/11/37/5a/restaurant-couscous.jpg,44,3.5,€€ - €€€,"[""Marocaine"", ""Méditerranéenne"", ""Moyen-Orient"", ""Végétariens bienvenus"", ""Halal""]","31 Rue Du Faubourg Saint-Martin, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d10842306-Reviews-Restaurant_Bar_Marrakchi-Paris_Ile_de_France.html,TripAdvisor
McDonald 's Paris Gare du Nord,https://media-cdn.tripadvisor.com/media/photo-s/08/a6/a7/f8/mc-donalds-gare-du-nord.jpg,154,3.0,€,"[""Américaine"", ""Restauration rapide""]","25 Rue de Dunkerque, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d4353718-Reviews-McDonald_s_Paris_Gare_du_Nord-Paris_Ile_de_France.html,TripAdvisor
Maison des Si Chuan,https://media-cdn.tripadvisor.com/media/photo-s/07/6e/3d/a4/saporo.jpg,26,3.5,€€ - €€€,"[""Chinoise""]","7 rue Saint Laurent, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d7313310-Reviews-Maison_des_Si_Chuan-Paris_Ile_de_France.html,TripAdvisor
Quick,https://media-cdn.tripadvisor.com/media/photo-f/0b/d8/1c/e7/a-la-carte-quick-n-toast.jpg,46,3.0,€,[],"25 rue de Dunkerque, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d3732267-Reviews-Quick-Paris_Ile_de_France.html,TripAdvisor
Pizza Hut,https://media-cdn.tripadvisor.com/media/photo-f/05/af/af/ab/pizza-hut.jpg,147,3.0,€€ - €€€,"[""Pizza""]","26 bd. Bonne-Nouvelle, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d951934-Reviews-Pizza_Hut-Paris_Ile_de_France.html,TripAdvisor
O/hp/e,https://media-cdn.tripadvisor.com/media/photo-i/10/09/33/5c/e-au-27-rue-du-chateau.jpg,9,4.5,€,"[""Française""]","27 Rue du Château D'Eau, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d12442585-Reviews-O_hp_e-Paris_Ile_de_France.html,TripAdvisor
Au Dixieme,https://media-cdn.tripadvisor.com/media/photo-f/08/b6/b3/55/au-dixieme.jpg,26,3.0,€€ - €€€,"[""Française""]","22 rue de Mazagran, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d1069475-Reviews-Au_Dixieme-Paris_Ile_de_France.html,TripAdvisor
Las Vegans,https://media-cdn.tripadvisor.com/media/photo-f/08/c2/0a/a3/le-fameux-hot-dog-vegan.jpg,67,3.5,€,"[""Choix végétaliens""]","30 boulevard de Bonne Nouvelle, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d8509824-Reviews-Las_Vegans-Paris_Ile_de_France.html,TripAdvisor
elma & nar,https://media-cdn.tripadvisor.com/media/photo-f/14/3e/9f/16/brunch-du-week-end-photo.jpg,11,4.5,€€ - €€€,"[""Turque""]","45 avenue Secretan, 75019 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d10830002-Reviews-Elma_nar-Paris_Ile_de_France.html,TripAdvisor
BioBowl,https://media-cdn.tripadvisor.com/media/photo-i/13/2c/88/d8/getlstd-property-photo.jpg,3,4.5,€€ - €€€,"[""Française"", ""Fusion"", ""Cuisine de rue (street food)"", ""Internationale"", ""Asiatique"", ""Saine""]","85 bis boulevard de Magenta | Marche Saint-Quentin, 75010 Paris, France",https://www.tripadvisor.fr/Restaurant_Review-g187147-d14160289-Reviews-BioBowl-Paris_Ile_de_France.html,TripAdvisor
Cojean Grands Boulevards,https://f.roocdn.com/images/menus/39923/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1537178836,50,4.7,€,"[""Végétarien"", ""Salade"", ""Bio""]","1 Rue Rougemont, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/cojean-grands-boulevards?day=today&time=ASAP,Deliveroo
Co My Cantine,https://f.roocdn.com/images/menus/30642/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1484167586,50,4.55,€€,"[""Bobun"", ""Vietnamien""]","21 boulevard de bonne nouvelle, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/co-ba?day=today&time=ASAP,Deliveroo
Burger & Fries – Bonne Nouvelle,https://f.roocdn.com/images/menus/24827/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1536934220,50,4.3,€,"[""Burgers"", ""Américain""]","1 Boulevard de Bonne Nouvelle, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/bb?day=today&time=ASAP,Deliveroo
Blend,https://f.roocdn.com/images/menus/24723/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1536224006,50,4.65,€€,"[""Burgers"", ""Américain""]","44 rue d'Argout, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/blend-argout?day=today&time=ASAP,Deliveroo
Chipotle,https://f.roocdn.com/images/menus/36847/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1494498073,50,4.35,€,"[""Burritos"", ""Mexicain"", ""Végétalien"", ""Végétarien""]","20 Boulevard Montmartre, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/chipotle-la-defense?day=today&time=ASAP,Deliveroo
Big Fernand Poissonnière,https://f.roocdn.com/images/menus/88771/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1539598754,50,4.35,€€,"[""Français"", ""Burgers"", ""Américain""]","55 rue du Faubourg Poissonière, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/big-fernand-poissonniere?day=today&time=ASAP,Deliveroo
Sushi Shop,https://f.roocdn.com/images/menus/41204/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1516179336,50,4.4,€€,"[""Sushi"", ""Japonais""]","32 Rue des Martyrs, 75009 Paris, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/sushi-shop-martyrs?day=today&time=ASAP,Deliveroo
Eat Salad - Boulevard Montmartre,https://f.roocdn.com/images/menus/20615/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1490349059,50,4.75,€,"[""Salade"", ""Français""]","19 boulevard Montmartre, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/eat-salad-paris-rue-montmartre?day=today&time=ASAP,Deliveroo
Le petit Cambodge Alibert,https://f.roocdn.com/images/menus/24538/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1517827616,50,4.55,€€,"[""Cambodgien"", ""Asiatique"", ""Bobun"", ""Vietnamien"", ""Chinois""]","20 rue Alibert, Paris, 75010",https://deliveroo.fr/menu/paris/paris-10eme-gare-de-lest/le-petit-cambodge-alibert?day=today&time=ASAP,Deliveroo
Little Italy,https://f.roocdn.com/images/menus/11380/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1473409036,50,4.55,€€,"[""Italien"", ""Dessert"", ""Pâtes Fraîches""]","92 Rue Montorgueil, 75002 Paris, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/little-italy?day=today&time=ASAP,Deliveroo
Five Guys Gare du Nord,https://f.roocdn.com/images/menus/59810/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1541598998,50,4.3,€€,"[""Américain"", ""Burgers""]","18 Rue de Dunkerque, Paris, 75010",https://deliveroo.fr/menu/paris/10eme-gare-du-nord/five-guys-gare-du-nord?day=today&time=ASAP,Deliveroo
Le Bichat - 100% Bio,https://f.roocdn.com/images/menus/21841/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1473408562,50,4.65,€,"[""Salade""]","11 rue bichat, Paris, 75010",https://deliveroo.fr/menu/paris/paris-10eme-gare-de-lest/le-bichat?day=today&time=ASAP,Deliveroo
Kraft Hot Dog,https://f.roocdn.com/images/menus/8198/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1490787904,50,4.6,€,"[""Hot Dog"", ""Burgers"", ""Américain""]","54 Rue du Faubourg Poissonnière, Paris, 75010",https://deliveroo.fr/menu/paris/10eme-gare-du-nord/kraft-hot-dog-poissonniere?day=today&time=ASAP,Deliveroo
La Crème De Paris,https://f.roocdn.com/images/menus/76325/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1533883512,50,4.55,€,"[""Dessert"", ""Français""]","4 Rue du Faubourg Montmartre, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/la-creme-de-paris?day=today&time=ASAP,Deliveroo
Jules et Shim Vinaigriers,https://f.roocdn.com/images/menus/57147/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1542214632,50,4.4,€€,"[""Bibimbap"", ""Asiatique"", ""Coréen"", ""Végétalien""]","22, rue des Vinaigriers, Paris, 75010",https://deliveroo.fr/menu/paris/paris-10eme-gare-de-lest/jules-et-shim?day=today&time=ASAP,Deliveroo
Stévenot Cadet,https://f.roocdn.com/images/menus/50227/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1511946632,50,4.5,€,"[""Français"", ""Poulet""]","7 Rue Cadet, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/stevenot-cadet?day=today&time=ASAP,Deliveroo
Siam Square République,https://f.roocdn.com/images/menus/70612/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1531750831,50,4.4,€€,"[""Asiatique"", ""Thaï""]","1 boulevard de magenta, Paris, 75010",https://deliveroo.fr/menu/paris/10eme-gare-du-nord/siam-square-republique?day=today&time=ASAP,Deliveroo
HANK Vegan Burger Paris,https://f.roocdn.com/images/menus/66042/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1527525791,50,4.45,€,"[""Burgers"", ""Français"", ""Végétalien"", ""Végétarien""]","8 Rue de Rochechouart, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/hank?day=today&time=ASAP,Deliveroo
Bollynan,https://f.roocdn.com/images/menus/31821/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1528384248,50,4.4,€,"[""Indien""]","10 boulevard poissonière, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/bollynan?day=today&time=ASAP,Deliveroo
Kraft Hot Dog,https://f.roocdn.com/images/menus/8198/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1490787904,50,4.6,€,"[""Hot Dog"", ""Burgers"", ""Américain""]","15 rue des Archives, Paris, 75004PARIS",https://deliveroo.fr/menu/paris/4eme-hotel-de-ville/kraft-hot-dog?day=today&time=ASAP,Deliveroo
Grom,https://f.roocdn.com/images/menus/21190/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1518109377,50,4.75,€,"[""Italien"", ""Glaces"", ""Dessert""]","96 Rue Montorgueil, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/grom-montorgueil?day=today&time=ASAP,Deliveroo
Street Bangkok Local Food,https://f.roocdn.com/images/menus/91557/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1540543066,50,4.55,€€,"[""Thaï"", ""Asiatique""]","3 rue Eugène Varlin, Paris, 75010",https://deliveroo.fr/menu/paris/paris-10eme-gare-de-lest/street-bangkok-local-food?day=today&time=ASAP,Deliveroo
Mardi Crêpe Club,https://f.roocdn.com/images/menus/25539/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1480514408,50,4.35,€,"[""Français"", ""Boissons"", ""Dessert""]","137 Rue Montmartre, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/mardi-crepe-club?day=today&time=ASAP,Deliveroo
Mamie Burger - Saint Denis,https://f.roocdn.com/images/menus/12250/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1484653272,50,4.4,€€,"[""Burgers"", ""Américain""]","75 rue du Faubourg Saint-Denis, Paris, 75010",https://deliveroo.fr/menu/paris/10eme-gare-du-nord/mamie-burger-faubourg-saint-denis?day=today&time=ASAP,Deliveroo
Le Ruisseau - Burger Joint,https://f.roocdn.com/images/menus/11865/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1480432392,50,4.45,€€,"[""Burgers"", ""Américain""]","22 rue Rambuteau, Paris, 75003",https://deliveroo.fr/menu/paris/4eme-hotel-de-ville/le-ruisseau-burger-joint?day=today&time=ASAP,Deliveroo
Les caves Nysa,https://f.roocdn.com/images/menus/26812/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1491907796,50,4.75,€€,"[""Alcool"", ""Apéritif"", ""Boissons""]","59 Rue du Faubourg Saint-Denis, Paris, 75010",https://deliveroo.fr/menu/paris/10eme-gare-du-nord/nysa-faubourg-saint-denis?day=today&time=ASAP,Deliveroo
Subway République,https://f.roocdn.com/images/menus/62586/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1526537444,50,4.05,€,"[""Américain"", ""Salade"", ""Sandwiches""]","26 Rue du Faubourg du Temple, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-republique/subway-republique?day=today&time=ASAP,Deliveroo
Pho 14,https://f.roocdn.com/images/menus/13188/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1473409117,50,4.65,€,"[""Vietnamien"", ""Asiatique""]","17 Rue Molière, Paris, 75001",https://deliveroo.fr/menu/paris/1er-louvre/pho-14?day=today&time=ASAP,Deliveroo
YANN COUVREUR - Pâtisserie,https://f.roocdn.com/images/menus/33723/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1539264215,50,4.6,€,"[""Dessert""]","137 Avenue Parmentier, Paris, 75010",https://deliveroo.fr/menu/paris/paris-10eme-gare-de-lest/patisserie-yann-couvreur?day=today&time=ASAP,Deliveroo
"L'Artisan Du Burger Poissonnière, ""L'Art du Burger des grands Chefs""",https://f.roocdn.com/images/menus/83651/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1537458158,50,4.5,€€,"[""Burgers"", ""Boissons"", ""Américain""]","80 rue du faubourg poissonnière, Paris, 75010",https://deliveroo.fr/menu/paris/10eme-gare-du-nord/lartisan-du-burger-poissonniere?day=today&time=ASAP,Deliveroo
MONTHAÏ,https://f.roocdn.com/images/menus/23896/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1474538668,50,4.35,€€,"[""Thaï"", ""Asiatique""]","84 Rue Montorgueil, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/monthai?day=today&time=ASAP,Deliveroo
Subway,https://f.roocdn.com/images/menus/50578/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1541586470,50,4.45,€,"[""Américain"", ""Sandwiches""]","51 rue saint paul, Paris, 75004",https://deliveroo.fr/menu/paris/4eme-hotel-de-ville/subway-st-paul?day=today&time=ASAP,Deliveroo
Chez Jad Traiteur Libanais,https://f.roocdn.com/images/menus/77693/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1536168890,50,4.45,€,"[""Libanais"", ""Halal"", ""Falafel""]","7 Rue d'Aubervilliers Paris, Paris, 75018",https://deliveroo.fr/menu/paris/18eme-marx-dormoy/chez-jad-traiteur-libanais?day=today&time=ASAP,Deliveroo
Amala,https://f.roocdn.com/images/menus/93956/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1542127611,23,4.4,€,"[""Pâtes Fraîches"", ""Italien"", ""Pizza""]","85 bis rue réaumur, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/amala?day=today&time=ASAP,Deliveroo
Pastavino,https://f.roocdn.com/images/menus/25268/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1476710755,50,4.65,€,"[""Italien"", ""Dessert""]","19 rue de bretagne, Paris, 75003",https://deliveroo.fr/menu/paris/3eme-temple/pastavino-bretagne?day=today&time=ASAP,Deliveroo
"De Clercq, les Rois de la Frite",https://f.roocdn.com/images/menus/63270/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1526981836,50,4.2,€,"[""Français"", ""Burgers"", ""Américain""]","169 rue Montmartre, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/les-rois-de-la-frite?day=today&time=ASAP,Deliveroo
Pitaya,https://f.roocdn.com/images/menus/81401/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1536321013,50,4.55,€€,"[""Street Food"", ""Thaï"", ""Asiatique"", ""Nouilles""]","121 rue Oberkampf, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-belleville/pitaya-oberkampf?day=today&time=ASAP,Deliveroo
YUMMY Asian Food,https://f.roocdn.com/images/menus/77148/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1537808603,50,4.3,€,"[""Sushi"", ""Nouilles"", ""Japonais"", ""Poke"", ""Bobun"", ""Vietnamien"", ""Coréen"", ""Chinois"", ""Bibimbap"", ""Bento""]","8 Rue du 8 Mai 1945, Paris, 75010",https://deliveroo.fr/menu/paris/paris-10eme-gare-de-lest/yummy-asian-food?day=today&time=ASAP,Deliveroo
Noura,https://f.roocdn.com/images/menus/15526/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1498229703,50,4.35,€€,"[""Falafel"", ""Libanais"", ""Halal"", ""Oriental""]","29 Boulevard des Italiens, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/noura-opera?day=today&time=ASAP,Deliveroo
Wild & The Moon Opéra,https://f.roocdn.com/images/menus/24126/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1518518194,50,4.7,€€,"[""Végétalien"", ""Sans Gluten"", ""Bio""]","4 rue du Helder, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/wild-and-the-moon-helder?day=today&time=ASAP,Deliveroo
HD Diner - Gare de l'est,https://f.roocdn.com/images/menus/13897/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1473408139,50,4.1,€,"[""Américain""]","6 Rue du 8 Mai 1945, Paris, 75010",https://deliveroo.fr/menu/paris/paris-10eme-gare-de-lest/hd-diner-gare-de-lest?day=today&time=ASAP,Deliveroo
Bagelstein - Boulevard Montmartre,https://f.roocdn.com/images/menus/12225/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1474304974,31,4.3,€,"[""Bagels"", ""Américain""]","18 boulevard Montmartre, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/bagelstein-boulevard-montmartre?day=today&time=ASAP,Deliveroo
Sushi Shop,https://f.roocdn.com/images/menus/41204/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1516179336,50,4.4,€€,"[""Sushi"", ""Japonais""]","42 Rue de Bretagne, 75003 Paris, Paris, 75003",https://deliveroo.fr/menu/paris/3eme-temple/sushi-shop-bretagne?day=today&time=ASAP,Deliveroo
Guo Min Paris,https://f.roocdn.com/images/menus/8484/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1473408949,50,4.5,€€,"[""Chinois"", ""Asiatique""]","2 rue Rampal, Paris, 75019PARIS",https://deliveroo.fr/menu/paris/19eme-belleville/guo-min?day=today&time=ASAP,Deliveroo
Street Bangkok Roast & Beer,https://f.roocdn.com/images/menus/91361/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1540477300,50,4.6,€€,"[""Bbq"", ""Thaï""]","112 rue Saint Denis, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/street-group?day=today&time=ASAP,Deliveroo
Il Tre 3 Pizzeria,https://f.roocdn.com/images/menus/50271/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1512034687,50,4.35,€€€,"[""Italien"", ""Pizza"", ""Pâtes Fraîches""]","3 Rue des Petits Carreaux, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/il-tre-3-pizzeria?day=today&time=ASAP,Deliveroo
Wild & The Moon Gravilliers,https://f.roocdn.com/images/menus/24126/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1518518194,50,4.65,€€,"[""Végétalien"", ""Sans Gluten"", ""Bio""]","25 rue des Gravilliers, Paris, 75003",https://deliveroo.fr/menu/paris/3eme-temple/wm?day=today&time=ASAP,Deliveroo
Pacifique,https://f.roocdn.com/images/menus/37242/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1493995627,50,4.45,€€,"[""Chinois"", ""Asiatique""]","35 Rue de Belleville, Paris, 75019",https://deliveroo.fr/menu/paris/19eme-belleville/le-pacifique?day=today&time=ASAP,Deliveroo
Papa Boun,https://f.roocdn.com/images/menus/41506/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1513589559,50,4.3,€,"[""Français"", ""Sandwiches"", ""Salade""]","21 Rue Marie Stuart, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/papa-boun?day=today&time=ASAP,Deliveroo
La Cevicheria,https://f.roocdn.com/images/menus/13855/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1497342600,50,4.55,€€€,"[""Péruvien""]","14 Rue Bachaumont, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/la-cevicheria-bachaumont?day=today&time=ASAP,Deliveroo
IMA,https://f.roocdn.com/images/menus/28998/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1481102590,50,4.55,€,"[""Salade""]","39 quai de Valmy, Paris, 75010",https://deliveroo.fr/menu/paris/paris-10eme-gare-de-lest/ima?day=today&time=ASAP,Deliveroo
