name,image_url,review_count,rating,price,type_list,address,link,source
Poke Me,https://f.roocdn.com/images/menus/59995/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1523453597,50,4.65,€,"[""Hawaiian"", ""Poke"", ""Poisson""]","90 Boulevard Richard Lenoir, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-republique/poke-me?day=today&time=ASAP,Deliveroo
Mamie Burger - Faubourg Montmartre,https://f.roocdn.com/images/menus/6020/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1484653234,50,4.35,€€,"[""Burgers"", ""Américain""]","21, rue du Faubourg Montmartre, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/mamie-burger-faubourg-montmartre?day=today&time=ASAP,Deliveroo
Kydam,https://f.roocdn.com/images/menus/53174/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1516699054,50,4.3,€,"[""Burgers"", ""Américain"", ""Halal""]","54 boulevard de menilmontant, Paris, 75020",https://deliveroo.fr/menu/paris/paris-20eme-menilmontant/wings-paris?day=today&time=ASAP,Deliveroo
Canard Street - Paris,https://f.roocdn.com/images/menus/43798/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1542625006,50,4.25,€,"[""Burgers"", ""Français""]","16 rue des petits champs, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/canard-street-paris?day=today&time=ASAP,Deliveroo
Le Pain Quotidien,https://f.roocdn.com/images/menus/17697/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1512028706,50,4.45,€,"[""Brunch"", ""Salade"", ""Français"", ""Dessert""]","5 rue des Petits Champs, Paris, 75002",https://deliveroo.fr/menu/paris/1er-louvre/le-pain-quotidien-victoires?day=today&time=ASAP,Deliveroo
Ravioli Chinois Nord-Est,https://f.roocdn.com/images/menus/12291/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1483024437,50,4.6,€€,"[""Soupe"", ""Chinois"", ""Asiatique"", ""Salade""]","11 Rue Civiale, Paris, 75010",https://deliveroo.fr/menu/paris/paris-10eme-gare-de-lest/ravioli-nord-est?day=today&time=ASAP,Deliveroo
Impronta,https://f.roocdn.com/images/menus/82518/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1538670569,50,4.65,€,"[""Glaces"", ""Dessert""]","42 Rue des Martyrs, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/impronta?day=today&time=ASAP,Deliveroo
Boulangerie Thierry Meunier,https://f.roocdn.com/images/menus/24391/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1474305292,50,4.2,€,"[""Sandwiches"", ""Français"", ""Dessert"", ""Petit Déjeuner""]","2 rue de La Chapelle, Paris, 75018",https://deliveroo.fr/menu/paris/18eme-marx-dormoy/boulangerie-thierry-meunier-la-chapelle?day=today&time=ASAP,Deliveroo
BURGER KING® Opéra,https://f.roocdn.com/images/menus/61648/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1527021642,50,3.95,€,"[""Américain"", ""Burgers""]","36 Boulevard des Italiens, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/burger-king-paris-opera-italiens?day=today&time=ASAP,Deliveroo
Dong Huong,https://f.roocdn.com/images/menus/16222/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1473408125,50,4.55,€€,"[""Bobun"", ""Vietnamien"", ""Asiatique""]","14 Rue Louis Bonnet, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-belleville/dong-huong?day=today&time=ASAP,Deliveroo
Le Paradis du Fruit,https://f.roocdn.com/images/menus/21521/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1473408534,50,4.5,€€,"[""Salade"", ""Français""]","30 boulevard des Italiens, Paris, 75002, Paris, 75002",https://deliveroo.fr/menu/paris/9eme-opera/le-paradis-du-fruit-opera?day=today&time=ASAP,Deliveroo
Marcel - Mme Shawn,https://f.roocdn.com/images/menus/51458/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1514883161,50,4.4,€€€,"[""Indien"", ""Poulet"", ""Curry"", ""Oriental""]","90 Quai de Jemmapes, Paris, 75010",https://deliveroo.fr/menu/paris/paris-10eme-gare-de-lest/marcel-mme-shawn?day=today&time=ASAP,Deliveroo
Hana Bento,https://f.roocdn.com/images/menus/57725/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1528216919,50,4.35,€€,"[""Japonais"", ""Bento""]","2 Rue de Paradis, Paris, 75010",https://deliveroo.fr/menu/paris/10eme-gare-du-nord/hana-bento-paradis?day=today&time=ASAP,Deliveroo
Restaurant Dishny,https://f.roocdn.com/images/menus/51525/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1514979076,50,4.35,€€,"[""Végétarien"", ""Indien""]","25 rue Cail, Paris, 75010",https://deliveroo.fr/menu/paris/paris-10eme-gare-de-lest/restaurant-dishny?day=today&time=ASAP,Deliveroo
King Falafel Palace,https://f.roocdn.com/images/menus/32403/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1487166089,50,4.05,€,"[""Falafel"", ""Libanais"", ""Oriental""]","26, rue des rosiers, Paris, 75004",https://deliveroo.fr/menu/paris/4eme-hotel-de-ville/king-falafel-palace?day=today&time=ASAP,Deliveroo
Big Fernand,https://f.roocdn.com/images/menus/1872/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1524646972,50,4.3,€€,"[""Burgers"", ""Américain"", ""Français""]","32 rue du Saint-Sauveur, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/big-fernand-montorgueil?day=today&time=ASAP,Deliveroo
Cous'Mania,https://f.roocdn.com/images/menus/61921/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1525333652,50,4.5,€,"[""Végétarien"", ""Couscous"", ""Oriental"", ""Marocain"", ""Salade""]","6 Rue de Sévigné, Paris, 75004",https://deliveroo.fr/menu/paris/4eme-hotel-de-ville/cousmania?day=today&time=ASAP,Deliveroo
Ben&Jerry's,https://f.roocdn.com/images/menus/36160/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1533895183,50,4.55,€,"[""Glaces"", ""Dessert""]","1 place Léon Blum, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-bastille/benandjerrys-leon-blum?day=today&time=ASAP,Deliveroo
Pur Etc.,https://f.roocdn.com/images/menus/23345/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1484649452,50,4.5,€€,"[""Européen"", ""Dessert""]","25 Rue Sedaine, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-bastille/pur-etc-11eme?day=today&time=ASAP,Deliveroo
Jour Opéra,https://f.roocdn.com/images/menus/20818/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1521218319,50,4.6,€,"[""Salade"", ""Jus"", ""Français""]","36 bis avenue de l'Opéra, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/jour-opera?day=today&time=ASAP,Deliveroo
Stévenot,https://f.roocdn.com/images/menus/14147/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1480516683,50,4.5,€,"[""Français"", ""Boissons""]","31 Rue de Bretagne, Paris, 75003",https://deliveroo.fr/menu/paris/3eme-temple/stevenot?day=today&time=ASAP,Deliveroo
TacoShake Paris,https://f.roocdn.com/images/menus/54969/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1518626571,50,4.0,€,"[""Américain"", ""Tacos"", ""Halal""]","40 avenue de Flandre, Paris, 75019",https://deliveroo.fr/menu/paris/19eme-la-vilette/tacoshake-paris?day=today&time=ASAP,Deliveroo
Amorino - Bretagne,https://f.roocdn.com/images/menus/18565/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1511873913,50,4.7,€,"[""Italien"", ""Glaces"", ""Dessert""]","43 rue de Bretagne, Paris, 75003",https://deliveroo.fr/menu/paris/3eme-temple/amorino-bretagne?day=today&time=ASAP,Deliveroo
Wings Paris 10,https://f.roocdn.com/images/menus/59303/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1531389692,50,4.1,€,"[""Poulet"", ""Français"", ""Burgers""]","26 rue saint Quentin, Paris, 75010",https://deliveroo.fr/menu/paris/10eme-gare-du-nord/red-gost?day=today&time=ASAP,Deliveroo
Nabab Kebab,https://f.roocdn.com/images/menus/52200/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1514989940,50,4.05,€,"[""Burgers"", ""Tacos"", ""Kebab"", ""Poulet""]","72 Rue Rambuteau, Paris, 75001",https://deliveroo.fr/menu/paris/1er-louvre/nabab-rambuteau?day=today&time=ASAP,Deliveroo
Le Phénicien,https://f.roocdn.com/images/menus/32467/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1486996503,50,4.4,€,"[""Oriental"", ""Libanais"", ""Falafel"", ""Sandwiches""]","17 Rue Alexandre Parodi, Paris, 75010",https://deliveroo.fr/menu/paris/paris-10eme-gare-de-lest/le-phenicien?day=today&time=ASAP,Deliveroo
YANN COUVREUR - Pâtisserie,https://f.roocdn.com/images/menus/33723/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1539264215,50,4.6,€,"[""Dessert""]","23 rue des Rosiers, Paris, 75004",https://deliveroo.fr/menu/paris/4eme-hotel-de-ville/yann-couvreur-patisserie-marais?day=today&time=ASAP,Deliveroo
Homer - all about lobster,https://f.roocdn.com/images/menus/48118/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1519036478,50,4.4,€€€,"[""Américain"", ""Sandwiches"", ""Fruits De Mer""]","21 rue rambuteau, Paris, 75004",https://deliveroo.fr/menu/paris/4eme-hotel-de-ville/homer-all-about-lobster?day=today&time=ASAP,Deliveroo
Big Fernand Saint Honoré,https://f.roocdn.com/images/menus/87433/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1538992748,50,4.4,€€,"[""Français"", ""Burgers"", ""Américain""]","40 Place du Marché Saint Honoré, Paris, 75001",https://deliveroo.fr/menu/paris/1er-louvre/big-fernand-saint-honore?day=today&time=ASAP,Deliveroo
At Hom's,https://f.roocdn.com/images/menus/25676/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1476777374,50,4.4,€€,"[""Libanais""]","48 Avenue Claude Vellefaux, Paris, 75010",https://deliveroo.fr/menu/paris/paris-10eme-gare-de-lest/at-homs?day=today&time=ASAP,Deliveroo
Wild & The Moon Charlot,https://f.roocdn.com/images/menus/24126/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1518518194,50,4.65,€€,"[""Végétalien"", ""Sans Gluten"", ""Bio""]","55 Rue Charlot, Paris, 75003",https://deliveroo.fr/menu/paris/3eme-temple/w-the-moon-charlot?day=today&time=ASAP,Deliveroo
Big Fernand Bastille,https://f.roocdn.com/images/menus/1872/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1524646972,50,4.15,€€,"[""Burgers"", ""Américain"", ""Français""]","36 Rue de la Roquette, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-bastille/big-fernand-bastille?day=today&time=ASAP,Deliveroo
Chez les 2 amis Ménilmontant,https://f.roocdn.com/images/menus/80960/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1537268845,50,4.25,€,"[""Kebab"", ""Halal"", ""Turque""]","52 rue de Ménilmontant, Paris, 75020",https://deliveroo.fr/menu/paris/paris-20eme-menilmontant/chez-les-2-amis-menilmontant?day=today&time=ASAP,Deliveroo
Café Marlette,https://f.roocdn.com/images/menus/91144/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1542041530,50,4.7,€,"[""Français""]","63 rue du Faubourg Poissonnière, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/marlette?day=today&time=ASAP,Deliveroo
Bo Sushi,https://f.roocdn.com/images/menus/26294/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1498147076,50,4.45,€€€,"[""Sushi"", ""Japonais"", ""Asiatique""]","60 rue Césaria Evora, Paris, 75019",https://deliveroo.fr/menu/paris/19eme-pont-de-flandre/bo-shushi?day=today&time=ASAP,Deliveroo
BIIIM !,https://f.roocdn.com/images/menus/37786/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1539849882,50,4.25,€€,"[""Burgers"", ""Américain""]","5 Quai de la Loire, Paris, 75019",https://deliveroo.fr/menu/paris/19eme-la-vilette/biiim?day=today&time=ASAP,Deliveroo
Deli's Time by Marmara,https://f.roocdn.com/images/menus/80062/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1536917345,50,4.25,€,"[""Salade"", ""Kebab"", ""Turque""]","3 rue des Petites Ecuries, Paris, 75010",https://deliveroo.fr/menu/paris/10eme-gare-du-nord/delis-time-by-marmara?day=today&time=ASAP,Deliveroo
Mersea,https://f.roocdn.com/images/menus/28588/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1480357181,50,4.35,€€,"[""Fish And Chips"", ""Poisson""]","6 rue du Faubourg Montmartre, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/mersea?day=today&time=ASAP,Deliveroo
Pizza Presto,https://f.roocdn.com/images/menus/85363/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1538469921,50,4.25,€,"[""Pizza"", ""Salade"", ""Pâtes Fraîches"", ""Italien""]","42 Rue de Rivoli PARIS 04 75004, Paris, 75004",https://deliveroo.fr/menu/paris/4eme-hotel-de-ville/rbr?day=today&time=ASAP,Deliveroo
Crêperie Elo,https://f.roocdn.com/images/menus/16885/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1479830827,50,4.25,€,"[""Français"", ""Dessert""]","43 avenue de la république, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-belleville/creperie-elo?day=today&time=ASAP,Deliveroo
Boco,https://f.roocdn.com/images/menus/84681/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1538401382,50,4.55,€€,[],"3 rue Danielle Casanova, Paris, 75001",https://deliveroo.fr/menu/paris/1er-louvre/boco-opera?day=today&time=ASAP,Deliveroo
Ben's,https://f.roocdn.com/images/menus/21610/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1473408548,50,4.35,€€,"[""Bagels"", ""Burgers"", ""Américain"", ""Fish And Chips"", ""Poisson"", ""Salade""]","19 Rue du Faubourg Saint-Antoine, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-bastille/bens?day=today&time=ASAP,Deliveroo
King Marcel,https://f.roocdn.com/images/menus/15758/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1473408109,50,4.45,€€,"[""Burgers"", ""Américain""]","13 rue La Fayette, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/king-marcel-lafayette?day=today&time=ASAP,Deliveroo
Fédération Française de l'Apéritif,https://f.roocdn.com/images/menus/17654/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1473408198,50,4.55,€€,"[""Français"", ""Alcool"", ""Boissons""]","2 Rue de Paradis, Paris, 75010",https://deliveroo.fr/menu/paris/10eme-gare-du-nord/federation-francaise-de-laperitif?day=today&time=ASAP,Deliveroo
Le Camion Qui Fume Parmentier,https://f.roocdn.com/images/menus/95856/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1542118103,50,4.3,€€,"[""Burgers"", ""Américain""]","66 rue oberkampf, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-republique/le-camion-qui-fume-parmentier?day=today&time=ASAP,Deliveroo
Rice Trotters Saint-Augustin,https://f.roocdn.com/images/menus/64578/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1526478733,50,4.7,€€,"[""Sans Gluten"", ""Végétarien"", ""Européen""]","16 Rue Saint-Augustin, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/rice-trotters?day=today&time=ASAP,Deliveroo
Bagelstein - Bonne Nouvelle,https://f.roocdn.com/images/menus/85095/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1538051073,50,4.5,€,"[""Bagels"", ""Américain""]","25 bld Bonne Nouvelle, Paris, 75010",https://deliveroo.fr/menu/paris/2eme-bourse/bagelstein-bonne-nouvelle?day=today&time=ASAP,Deliveroo
EXKi Montorgueil,https://f.roocdn.com/images/menus/29977/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1537861329,50,4.55,€,"[""Salade"", ""Sandwiches"", ""Végétalien""]","59 rue Montorgueil, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/exki-montorgueil?day=today&time=ASAP,Deliveroo
La Mie Câline Rambuteau,https://f.roocdn.com/images/menus/79980/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1536223114,50,4.45,€,"[""Français"", ""Petit Déjeuner""]","64 rue Rambuteau, Paris, 75003",https://deliveroo.fr/menu/paris/3eme-temple/la-mie-caline-rambuteau?day=today&time=ASAP,Deliveroo
l etoile du maghreb,https://f.roocdn.com/images/menus/92392/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1541525195,0,0.0,€€,"[""Poulet"", ""Halal"", ""Méditerranéen"", ""Végétarien""]","19 rue Marx Dormoy,, Paris, 75018",https://deliveroo.fr/menu/paris/18eme-marx-dormoy/l-etoile-du-maghreb?day=today&time=ASAP,Deliveroo
O'Tacos Belleville,https://f.roocdn.com/images/menus/50363/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1519925834,50,3.85,€,"[""Tacos"", ""Français""]","72 rue de Belleville, Paris, 75020",https://deliveroo.fr/menu/paris/Belleville/otacos-belleville?day=today&time=ASAP,Deliveroo
Starvin' Joe,https://f.roocdn.com/images/menus/2303/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1524038850,50,4.45,€,"[""Burgers"", ""Américain""]","42 Rue de Charonne, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-bastille/starvin'-joe?day=today&time=ASAP,Deliveroo
B.Bell,https://f.roocdn.com/images/menus/59442/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1522851461,50,4.25,€,"[""Sandwiches""]","74 Rue de Turbigo, Paris, 75003",https://deliveroo.fr/menu/paris/3eme-temple/bbell?day=today&time=ASAP,Deliveroo
Sushi Shop,https://f.roocdn.com/images/menus/41204/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1516179336,50,4.3,€€,"[""Sushi"", ""Japonais""]","111 rue du Faubourg Saint-Antoine, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-bastille/sushi-shop-saint-antoine-1?day=today&time=ASAP,Deliveroo
FAB - French American Bakery,https://f.roocdn.com/images/menus/15964/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1473408117,50,4.4,€€,"[""Brunch"", ""Américain""]","48 Rue du Faubourg Saint-Denis, Paris, 75010",https://deliveroo.fr/menu/paris/10eme-gare-du-nord/french-american-bakery?day=today&time=ASAP,Deliveroo
Maison Landemaine,https://f.roocdn.com/images/menus/15021/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1494491282,50,4.45,€,"[""Petit Déjeuner"", ""Français"", ""Dessert""]","28 Boulevard Beaumarchais, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-bastille/maison-landemaine-beaumarche?day=today&time=ASAP,Deliveroo
Furahaa Break - Vegan & Bio,https://f.roocdn.com/images/menus/61491/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1530528415,50,4.15,€,"[""Burgers"", ""Végétalien"", ""Bio""]","127 rue du faubourg poissonnière, Paris, 75010",https://deliveroo.fr/menu/paris/9eme-opera/furahaa-break-vegan-and-bio?day=today&time=ASAP,Deliveroo
La Parisienne - Cadet,https://f.roocdn.com/images/menus/17493/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1473408181,50,4.25,€,"[""Français"", ""Petit Déjeuner"", ""Dessert""]","12 rue Cadet, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/la-parisienne-cadet?day=today&time=ASAP,Deliveroo
It Rocks Burgers,https://f.roocdn.com/images/menus/10333/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1480516379,50,4.4,€,"[""Burgers"", ""Américain""]","50 Rue de Provence, Paris, 75009PARIS",https://deliveroo.fr/menu/paris/9eme-opera/it-rocks?day=today&time=ASAP,Deliveroo
Pizza Hut Père Lachaise,https://f.roocdn.com/images/menus/40593/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1510579202,50,4.3,€€,"[""Italien"", ""Pizza"", ""Américain""]","7 avenue Gambetta, Paris, 75020",https://deliveroo.fr/menu/paris/paris-20eme-menilmontant/pizza-hut-paris-pere-lachaise?day=today&time=ASAP,Deliveroo
Dochilak,https://f.roocdn.com/images/menus/33817/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1511786992,50,4.4,€,"[""Coréen"", ""Soupe""]","22 rue Saint Augustin, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/dochilak-saint-augustin?day=today&time=ASAP,Deliveroo
Crep's Crew,https://f.roocdn.com/images/menus/76919/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1537177926,50,4.0,€,"[""Français"", ""Crêperie"", ""Salade""]","1 Rue du Helder 75009 Paris France, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/creps-crew?day=today&time=ASAP,Deliveroo
Sushi Shop,https://f.roocdn.com/images/menus/41204/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1516179336,50,4.45,€€€,"[""Sushi"", ""Japonais""]","19 Rue Lepic, 75018 Paris, Paris, 75018",https://deliveroo.fr/menu/paris/18eme-abbesses/sushi-shop-montmartre?day=today&time=ASAP,Deliveroo
Los Pollos,https://f.roocdn.com/images/menus/10762/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1537948676,50,4.3,€,"[""Français""]","17 avenue secretan, Paris, 75019",https://deliveroo.fr/menu/paris/19eme-colonel-fabien/los-pollos?day=today&time=ASAP,Deliveroo
Yemma,https://f.roocdn.com/images/menus/28549/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1480331768,50,4.5,€€,"[""Marocain"", ""Oriental""]","119 rue du Chemin Vert, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-belleville/yemma?day=today&time=ASAP,Deliveroo
Street Bangkok Bastille,https://f.roocdn.com/images/menus/94283/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1541602134,50,4.55,€€,"[""Thaï"", ""Asiatique""]","13 rue de la Roquette, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-bastille/street-bangkok-bastille?day=today&time=ASAP,Deliveroo
Libshop - Etienne Marcel,https://f.roocdn.com/images/menus/1886/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1536591374,50,4.45,€€,"[""Libanais"", ""Végétarien"", ""Méditerranéen""]","96 rue Saint Denis, Paris, 75001",https://deliveroo.fr/menu/paris/1er-louvre/libshop?day=today&time=ASAP,Deliveroo
D'Avenir Sushi Bar,https://f.roocdn.com/images/menus/12598/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1480001279,50,4.45,€€,"[""Sushi"", ""Japonais""]","24 rue de la Folie Mericourt, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-republique/davenir-sushi-bar?day=today&time=ASAP,Deliveroo
Yemma - Bonne Nouvelle,https://f.roocdn.com/images/menus/46495/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1507276678,50,4.4,€€,"[""Marocain"", ""Oriental""]","2 rue saint sauveur, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/yemma-bonne-nouvelle?day=today&time=ASAP,Deliveroo
Amorino Faubourg Montmartre,https://f.roocdn.com/images/menus/18565/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1511873913,50,4.7,€€,"[""Italien"", ""Glaces"", ""Dessert""]","6 rue du fbg Montmartre, Paris, 75009",https://deliveroo.fr/menu/paris/9eme-opera/amorino-montmartre?day=today&time=ASAP,Deliveroo
HD Diner,https://f.roocdn.com/images/menus/13897/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1473408139,50,4.25,€€,"[""Américain""]","25 Boulevard des Italiens, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/hd-diner-opera?day=today&time=ASAP,Deliveroo
Sushi Shop,https://f.roocdn.com/images/menus/41204/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1516179336,50,4.35,€€,"[""Sushi"", ""Japonais""]","87 rue Réaumur, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/sushi-shop-reaumur?day=today&time=ASAP,Deliveroo
Amorino Bastille,https://f.roocdn.com/images/menus/18565/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1511873913,50,4.65,€,"[""Italien"", ""Glaces"", ""Dessert""]","4 Rue de la Roquette, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-bastille/amorino-roquette?day=today&time=ASAP,Deliveroo
Compotacos,https://f.roocdn.com/images/menus/76816/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1538406206,50,4.05,€,"[""Français"", ""Halal"", ""Tacos""]","147 rue de Crimée, Paris, 75019",https://deliveroo.fr/menu/paris/19eme-la-vilette/compotacos?day=today&time=ASAP,Deliveroo
Léon de Bruxelles,https://f.roocdn.com/images/menus/39699/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1523464815,50,4.4,€€,"[""Fruits De Mer"", ""Belge"", ""Fish And Chips"", ""Français""]","8 pllace de la république, Paris, 75011",https://deliveroo.fr/menu/paris/11eme-republique/leon-de-bruxelles-republique?day=today&time=ASAP,Deliveroo
O'Tacos,https://f.roocdn.com/images/menus/50363/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1519925834,50,3.8,€,"[""Tacos"", ""Français""]","56 Boulevard de Clichy, Paris, 75018",https://deliveroo.fr/menu/paris/18eme-abbesses/otacos?day=today&time=ASAP,Deliveroo
Ben & Jerry’s Belleville,https://f.roocdn.com/images/menus/36160/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1533895183,50,4.5,€,"[""Glaces"", ""Dessert""]","39 rue de belleville, Paris, 75019",https://deliveroo.fr/menu/paris/19eme-belleville/ben-and-jerrys-belleville?day=today&time=ASAP,Deliveroo
Bagelstein - Rue Montmartre,https://f.roocdn.com/images/menus/12225/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1474304974,50,4.4,€,"[""Bagels"", ""Américain""]","102 rue Montmartre, Paris, 75002",https://deliveroo.fr/menu/paris/2eme-bourse/bagelstein-montmartre?day=today&time=ASAP,Deliveroo
Ensuite,https://f.roocdn.com/images/menus/28339/header-image.jpg?width=320&height=180&auto=webp&format=jpg&fit=crop&v=1533047827,50,4.45,€,"[""Végétarien"", ""Salade"", ""Jus""]","27 Rue des Petits Champs, Paris, 75001",https://deliveroo.fr/menu/paris/1er-louvre/ensuite?day=today&time=ASAP,Deliveroo
